TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
CHI,CHI vs. DAL,11/10/2021,W,240,117,45,89,50.6,15,31,48.4,12,14,85.7,8,38,46,26,9,2,11,15,10
LAL,LAL vs. MIA,11/10/2021,W,265,120,46,92,50,18,38,47.4,10,16,62.5,9,41,50,26,5,6,23,27,3
DEN,DEN vs. IND,11/10/2021,W,240,101,36,84,42.9,12,30,40,17,20,85,11,28,39,19,5,4,10,14,3
IND,IND @ DEN,11/10/2021,L,240,98,40,84,47.6,11,31,35.5,7,11,63.6,10,38,48,22,5,11,15,19,-3
MIA,MIA @ LAL,11/10/2021,L,265,117,40,96,41.7,10,37,27,27,35,77.1,11,36,47,26,14,2,14,25,-3
DAL,DAL @ CHI,11/10/2021,L,240,107,38,83,45.8,12,33,36.4,19,24,79.2,8,35,43,23,9,4,12,16,-10
PHX,PHX vs. POR,11/10/2021,W,240,119,49,94,52.1,11,28,39.3,10,12,83.3,9,30,39,27,6,6,11,20,10
POR,POR @ PHX,11/10/2021,L,240,109,44,91,48.4,7,30,23.3,14,16,87.5,14,32,46,24,5,2,16,21,-10
GSW,GSW vs. MIN,11/10/2021,W,240,123,40,85,47.1,11,40,27.5,32,40,80,20,33,53,23,14,6,16,21,13
MIN,MIN @ GSW,11/10/2021,L,240,110,39,95,41.1,17,44,38.6,15,20,75,17,23,40,30,8,4,17,28,-13
NYK,NYK vs. MIL,11/10/2021,L,240,100,36,83,43.4,16,37,43.2,12,17,70.6,7,31,38,19,9,10,11,17,-12
MIL,MIL @ NYK,11/10/2021,W,240,112,40,90,44.4,26,50,52,6,9,66.7,13,37,50,29,4,4,15,17,12
PHI,PHI vs. MIL,11/09/2021,L,240,109,42,103,40.8,14,43,32.6,11,12,91.7,13,33,46,21,7,7,7,20,-9
MIL,MIL @ PHI,11/09/2021,W,240,118,44,95,46.3,15,39,38.5,15,21,71.4,12,40,52,21,5,6,9,10,9
UTA,UTA vs. ATL,11/09/2021,W,240,110,41,81,50.6,15,38,39.5,13,16,81.3,8,36,44,21,8,4,15,20,12
ATL,ATL @ UTA,11/09/2021,L,240,98,37,85,43.5,18,35,51.4,6,10,60,6,26,32,22,6,5,13,18,-12
POR,POR @ LAC,11/09/2021,L,240,109,43,91,47.3,14,37,37.8,9,12,75,9,34,43,29,6,5,10,15,-8
LAC,LAC vs. POR,11/09/2021,W,240,117,44,85,51.8,16,30,53.3,13,19,68.4,5,38,43,25,5,0,8,17,8
GSW,GSW vs. ATL,11/08/2021,W,240,127,44,92,47.8,18,44,40.9,21,22,95.5,10,29,39,31,13,4,14,22,14
ATL,ATL @ GSW,11/08/2021,L,240,113,38,82,46.3,17,43,39.5,20,26,76.9,3,32,35,21,6,2,18,16,-14
DAL,DAL vs. NOP,11/08/2021,W,240,108,43,85,50.6,14,35,40,8,13,61.5,9,37,46,27,7,3,13,15,16
NOP,NOP @ DAL,11/08/2021,L,240,92,37,87,42.5,9,34,26.5,9,11,81.8,9,30,39,27,7,0,14,16,-16
LAL,LAL vs. CHA,11/08/2021,W,265,126,44,91,48.4,13,32,40.6,25,35,71.4,8,43,51,30,11,8,15,23,3
CHA,CHA @ LAL,11/08/2021,L,265,123,43,99,43.4,14,42,33.3,23,28,82.1,14,41,55,23,5,3,18,23,-3
PHX,PHX @ SAC,11/08/2021,W,240,109,44,93,47.3,12,30,40,9,11,81.8,5,33,38,28,14,9,15,21,5
CHI,CHI vs. BKN,11/08/2021,W,240,118,46,98,46.9,9,31,29,17,20,85,15,41,56,21,8,5,9,17,23
SAC,SAC vs. PHX,11/08/2021,L,240,104,37,82,45.1,10,24,41.7,20,26,76.9,8,38,46,18,6,6,24,18,-5
PHI,PHI vs. NYK,11/08/2021,L,240,96,35,91,38.5,13,40,32.5,13,16,81.3,12,35,47,20,7,6,9,13,-7
NYK,NYK @ PHI,11/08/2021,W,240,103,40,91,44,13,40,32.5,10,13,76.9,14,41,55,25,4,4,13,18,7
MIN,MIN @ MEM,11/08/2021,L,265,118,41,97,42.3,17,45,37.8,19,23,82.6,15,30,45,23,7,8,16,27,-7
MEM,MEM vs. MIN,11/08/2021,W,265,125,46,92,50,11,28,39.3,22,26,84.6,15,36,51,28,7,8,16,22,7
MIA,MIA @ DEN,11/08/2021,L,240,96,31,78,39.7,13,36,36.1,21,25,84,6,31,37,22,3,3,13,20,-17
BKN,BKN @ CHI,11/08/2021,L,240,95,34,86,39.5,11,33,33.3,16,19,84.2,6,36,42,19,6,7,15,16,-23
DEN,DEN vs. MIA,11/08/2021,W,240,113,42,91,46.2,12,41,29.3,17,24,70.8,12,37,49,28,7,5,10,23,17
IND,IND @ SAC,11/07/2021,W,240,94,37,83,44.6,6,25,24,14,18,77.8,13,41,54,13,8,7,21,24,3
CLE,CLE @ NYK,11/07/2021,W,240,126,49,90,54.4,19,35,54.3,9,11,81.8,11,37,48,31,8,2,17,18,17
SAS,SAS @ OKC,11/07/2021,L,240,94,41,100,41,6,30,20,6,9,66.7,11,35,46,29,9,10,10,16,-5
OKC,OKC vs. SAS,11/07/2021,W,240,99,35,94,37.2,12,42,28.6,17,20,85,15,42,57,21,5,7,15,14,5
NYK,NYK vs. CLE,11/07/2021,L,240,109,39,85,45.9,9,31,29,22,24,91.7,7,25,32,21,9,9,11,14,-17
TOR,TOR vs. BKN,11/07/2021,L,240,103,41,87,47.1,7,30,23.3,14,18,77.8,8,27,35,23,10,6,8,16,-13
WAS,WAS vs. MIL,11/07/2021,W,240,101,41,81,50.6,11,27,40.7,8,13,61.5,4,38,42,24,8,8,19,16,7
ORL,ORL vs. UTA,11/07/2021,W,240,107,43,87,49.4,12,32,37.5,9,11,81.8,7,32,39,24,8,8,13,22,7
CHA,CHA @ LAC,11/07/2021,L,240,106,41,101,40.6,10,33,30.3,14,18,77.8,12,32,44,20,13,2,13,21,-14
LAC,LAC vs. CHA,11/07/2021,W,240,120,41,86,47.7,18,48,37.5,20,21,95.2,7,43,50,24,8,5,20,16,14
SAC,SAC vs. IND,11/07/2021,L,240,91,31,84,36.9,10,34,29.4,19,22,86.4,8,25,33,20,14,6,12,18,-3
MIL,MIL @ WAS,11/07/2021,L,240,94,37,94,39.4,10,36,27.8,10,18,55.6,16,33,49,17,14,3,13,10,-7
UTA,UTA @ ORL,11/07/2021,L,240,100,34,89,38.2,8,42,19,24,29,82.8,16,34,50,21,10,7,18,17,-7
BKN,BKN @ TOR,11/07/2021,W,240,116,41,80,51.3,17,38,44.7,17,20,85,12,36,48,29,3,0,16,15,13
GSW,GSW vs. HOU,11/07/2021,W,240,120,44,85,51.8,15,46,32.6,17,20,85,7,34,41,31,12,3,17,28,13
HOU,HOU @ GSW,11/07/2021,L,240,107,36,79,45.6,10,33,30.3,25,37,67.6,12,30,42,17,11,3,21,16,-13
CHI,CHI vs. PHI,11/06/2021,L,240,105,37,92,40.2,7,29,24.1,24,30,80,18,28,46,20,7,1,9,19,-9
ATL,ATL @ PHX,11/06/2021,L,240,117,42,97,43.3,13,33,39.4,20,23,87,14,36,50,18,3,1,12,16,-4
DEN,DEN vs. HOU,11/06/2021,W,240,95,36,89,40.4,9,40,22.5,14,17,82.4,10,35,45,19,10,5,11,20,1
PHI,PHI @ CHI,11/06/2021,W,240,114,43,81,53.1,13,26,50,15,19,78.9,6,35,41,22,6,5,14,22,9
UTA,UTA @ MIA,11/06/2021,L,240,115,43,83,51.8,15,45,33.3,14,19,73.7,7,24,31,26,10,3,6,19,-3
PHX,PHX vs. ATL,11/06/2021,W,240,121,45,88,51.1,14,43,32.6,17,21,81,5,37,42,26,8,6,12,22,4
LAL,LAL @ POR,11/06/2021,L,240,90,31,90,34.4,9,32,28.1,19,24,79.2,11,48,59,20,8,5,19,17,-15
POR,POR vs. LAL,11/06/2021,W,240,105,36,95,37.9,15,55,27.3,18,24,75,12,40,52,22,14,7,12,21,15
MIA,MIA vs. UTA,11/06/2021,W,240,118,47,78,60.3,11,21,52.4,13,17,76.5,7,29,36,30,3,1,14,18,3
BOS,BOS @ DAL,11/06/2021,L,240,104,42,86,48.8,9,31,29,11,16,68.8,8,28,36,20,6,2,11,14,-3
DAL,DAL vs. BOS,11/06/2021,W,240,107,41,78,52.6,13,39,33.3,12,14,85.7,7,33,40,19,7,6,15,18,3
HOU,HOU @ DEN,11/06/2021,L,240,94,35,75,46.7,8,28,28.6,16,24,66.7,7,40,47,19,8,6,17,16,-1
SAC,SAC vs. CHA,11/05/2021,W,240,140,48,87,55.2,22,44,50,22,26,84.6,13,43,56,29,5,1,18,21,30
NOP,NOP @ GSW,11/05/2021,L,240,85,31,88,35.2,11,44,25,12,16,75,11,31,42,23,6,3,19,18,-41
CHA,CHA @ SAC,11/05/2021,L,240,110,43,92,46.7,11,35,31.4,13,21,61.9,7,21,28,29,8,5,10,19,-30
GSW,GSW vs. NOP,11/05/2021,W,240,126,47,91,51.6,20,50,40,12,14,85.7,9,40,49,36,10,4,11,16,41
BKN,BKN @ DET,11/05/2021,W,240,96,36,80,45,11,27,40.7,13,14,92.9,4,41,45,25,3,4,17,21,6
MEM,MEM @ WAS,11/05/2021,L,240,87,34,96,35.4,6,31,19.4,13,17,76.5,12,27,39,19,12,4,9,15,-28
WAS,WAS vs. MEM,11/05/2021,W,240,115,49,84,58.3,10,25,40,7,13,53.8,5,48,53,34,4,6,19,13,28
DET,DET vs. BKN,11/05/2021,L,240,90,33,87,37.9,11,34,32.4,13,18,72.2,7,37,44,17,11,6,14,22,-6
POR,POR vs. IND,11/05/2021,W,240,110,40,82,48.8,17,39,43.6,13,15,86.7,6,36,42,27,7,4,14,15,4
CLE,CLE @ TOR,11/05/2021,W,240,102,38,83,45.8,10,30,33.3,16,19,84.2,11,28,39,22,4,3,18,13,1
IND,IND @ POR,11/05/2021,L,240,106,43,88,48.9,14,42,33.3,6,10,60,7,33,40,28,8,2,11,18,-4
NYK,NYK @ MIL,11/05/2021,W,240,113,41,96,42.7,10,40,25,21,26,80.8,20,39,59,16,12,4,15,17,15
TOR,TOR vs. CLE,11/05/2021,L,240,101,42,99,42.4,12,27,44.4,5,9,55.6,19,26,45,20,10,8,10,19,-1
MIL,MIL vs. NYK,11/05/2021,L,240,98,33,82,40.2,16,43,37.2,16,21,76.2,7,30,37,19,5,5,15,20,-15
MIN,MIN vs. LAC,11/05/2021,L,240,84,31,89,34.8,17,52,32.7,5,7,71.4,7,35,42,17,8,7,22,33,-20
LAC,LAC @ MIN,11/05/2021,W,240,104,36,88,40.9,6,28,21.4,26,32,81.3,15,47,62,18,12,4,17,16,20
ORL,ORL vs. SAS,11/05/2021,L,240,89,35,89,39.3,12,41,29.3,7,10,70,7,36,43,23,9,12,18,13,-13
SAS,SAS @ ORL,11/05/2021,W,240,102,40,90,44.4,6,19,31.6,16,18,88.9,5,43,48,23,11,7,13,14,13
MIA,MIA vs. BOS,11/04/2021,L,240,78,28,81,34.6,9,41,22,13,19,68.4,13,32,45,18,8,0,18,19,-17
OKC,OKC @ LAL,11/04/2021,W,240,107,37,87,42.5,15,41,36.6,18,26,69.2,12,38,50,23,7,2,16,16,3
BOS,BOS @ MIA,11/04/2021,W,240,95,31,78,39.7,16,41,39,17,20,85,11,35,46,16,7,4,16,16,17
PHX,PHX vs. HOU,11/04/2021,W,240,123,44,93,47.3,14,31,45.2,21,23,91.3,13,33,46,29,12,8,12,24,12
HOU,HOU @ PHX,11/04/2021,L,240,111,38,88,43.2,11,32,34.4,24,28,85.7,7,36,43,25,4,4,19,21,-12
DET,DET vs. PHI,11/04/2021,L,240,98,35,87,40.2,11,36,30.6,17,19,89.5,12,29,41,21,6,2,11,18,-11
UTA,UTA @ ATL,11/04/2021,W,240,116,41,81,50.6,17,41,41.5,17,23,73.9,8,38,46,30,6,4,17,20,18
LAL,LAL vs. OKC,11/04/2021,L,240,104,39,94,41.5,12,33,36.4,14,17,82.4,16,33,49,22,8,5,14,21,-3
ATL,ATL vs. UTA,11/04/2021,L,240,98,35,82,42.7,7,28,25,21,26,80.8,5,27,32,18,11,4,9,24,-18
PHI,PHI @ DET,11/04/2021,W,240,109,41,83,49.4,12,32,37.5,15,22,68.2,15,34,49,22,8,3,15,17,11
BOS,BOS @ ORL,11/03/2021,W,240,92,33,79,41.8,10,37,27,16,25,64,9,41,50,24,7,9,11,20,13
ORL,ORL vs. BOS,11/03/2021,L,240,79,27,84,32.1,9,43,20.9,16,20,80,8,38,46,15,8,1,15,20,-13
LAC,LAC @ MIN,11/03/2021,W,240,126,47,78,60.3,21,36,58.3,11,12,91.7,3,32,35,33,6,7,21,14,11
MIN,MIN vs. LAC,11/03/2021,L,240,115,43,94,45.7,14,40,35,15,16,93.8,15,24,39,27,11,2,17,16,-11
DAL,DAL @ SAS,11/03/2021,W,240,109,40,93,43,8,34,23.5,21,29,72.4,15,41,56,21,10,4,19,23,1
ATL,ATL @ BKN,11/03/2021,L,240,108,41,94,43.6,13,35,37.1,13,15,86.7,12,40,52,23,8,4,14,16,-9
POR,POR @ CLE,11/03/2021,L,240,104,40,90,44.4,13,37,35.1,11,17,64.7,10,29,39,24,12,6,9,19,-3
BKN,BKN vs. ATL,11/03/2021,W,240,117,43,88,48.9,22,48,45.8,9,12,75,7,35,42,34,7,8,16,18,9
CLE,CLE vs. POR,11/03/2021,W,240,107,39,74,52.7,15,30,50,14,18,77.8,5,38,43,29,4,2,19,14,3
NYK,NYK @ IND,11/03/2021,L,240,98,36,87,41.4,5,24,20.8,21,27,77.8,14,32,46,23,7,6,10,19,-13
IND,IND vs. NYK,11/03/2021,W,240,111,42,91,46.2,16,41,39,11,14,78.6,10,39,49,26,7,7,13,22,13
PHI,PHI vs. CHI,11/03/2021,W,240,103,38,77,49.4,12,28,42.9,15,21,71.4,5,30,35,24,9,4,14,15,5
WAS,WAS vs. TOR,11/03/2021,L,240,100,34,78,43.6,8,32,25,24,30,80,10,34,44,19,6,7,13,15,-9
TOR,TOR @ WAS,11/03/2021,W,240,109,41,88,46.6,10,25,40,17,20,85,10,32,42,17,10,3,12,23,9
CHI,CHI @ PHI,11/03/2021,L,240,98,38,82,46.3,6,21,28.6,16,18,88.9,9,38,47,19,11,4,16,17,-5
NOP,NOP @ SAC,11/03/2021,L,240,99,37,86,43,12,34,35.3,13,15,86.7,8,32,40,24,1,3,17,16,-13
SAC,SAC vs. NOP,11/03/2021,W,240,112,42,80,52.5,10,30,33.3,18,22,81.8,4,33,37,27,8,7,8,21,13
GSW,GSW vs. CHA,11/03/2021,W,240,114,42,86,48.8,18,45,40,12,18,66.7,7,46,53,33,14,4,17,17,22
CHA,CHA @ GSW,11/03/2021,L,240,92,34,91,37.4,10,36,27.8,14,19,73.7,9,40,49,18,10,2,16,14,-22
MEM,MEM vs. DEN,11/03/2021,W,240,108,42,81,51.9,16,34,47.1,8,14,57.1,3,33,36,28,9,7,12,16,2
DEN,DEN @ MEM,11/03/2021,L,240,106,43,91,47.3,8,27,29.6,12,13,92.3,11,33,44,24,7,4,12,16,-2
SAS,SAS vs. DAL,11/03/2021,L,240,108,43,88,48.9,7,21,33.3,15,20,75,5,35,40,25,10,10,15,24,-1
PHX,PHX vs. NOP,11/02/2021,W,240,112,43,82,52.4,9,26,34.6,17,18,94.4,7,35,42,32,8,4,19,17,12
NOP,NOP @ PHX,11/02/2021,L,240,100,36,91,39.6,13,39,33.3,15,16,93.8,14,29,43,21,17,6,18,16,-12
MIL,MIL @ DET,11/02/2021,W,240,117,42,84,50,17,37,45.9,16,21,76.2,9,43,52,28,7,8,17,23,28
UTA,UTA vs. SAC,11/02/2021,W,240,119,43,98,43.9,14,48,29.2,19,27,70.4,15,44,59,16,7,6,17,23,6
SAC,SAC @ UTA,11/02/2021,L,240,113,42,93,45.2,12,31,38.7,17,24,70.8,6,32,38,24,8,8,11,24,-6
DET,DET vs. MIL,11/02/2021,L,240,89,30,93,32.3,8,47,17,21,30,70,14,29,43,21,5,5,14,22,-28
MIA,MIA @ DAL,11/02/2021,W,240,125,43,83,51.8,13,25,52,26,30,86.7,9,36,45,25,6,5,7,25,15
DAL,DAL vs. MIA,11/02/2021,L,240,110,37,84,44,14,42,33.3,22,31,71,11,30,41,17,1,3,10,21,-15
LAL,LAL vs. HOU,11/02/2021,W,240,119,49,93,52.7,6,25,24,15,20,75,11,32,43,26,10,4,17,19,2
HOU,HOU @ LAL,11/02/2021,L,240,117,48,91,52.7,16,42,38.1,5,12,41.7,11,27,38,27,8,4,25,21,-2
ATL,ATL vs. WAS,11/01/2021,W,240,118,38,83,45.8,13,34,38.2,29,29,100,13,34,47,24,9,5,11,17,7
WAS,WAS @ ATL,11/01/2021,L,240,111,41,86,47.7,13,39,33.3,16,16,100,7,29,36,27,7,4,12,24,-7
ORL,ORL @ MIN,11/01/2021,W,240,115,37,82,45.1,17,43,39.5,24,30,80,12,39,51,21,5,7,16,19,18
MIN,MIN vs. ORL,11/01/2021,L,240,97,36,97,37.1,14,51,27.5,11,19,57.9,16,31,47,21,8,1,14,20,-18
PHI,PHI vs. POR,11/01/2021,W,240,113,43,83,51.8,13,36,36.1,14,16,87.5,7,27,34,34,11,6,11,18,10
NYK,NYK vs. TOR,11/01/2021,L,240,104,35,76,46.1,16,38,42.1,18,24,75,7,34,41,20,3,4,17,13,-9
POR,POR @ PHI,11/01/2021,L,240,103,40,84,47.6,12,34,35.3,11,18,61.1,13,32,45,21,5,2,15,15,-10
TOR,TOR @ NYK,11/01/2021,W,240,113,43,99,43.4,14,42,33.3,13,14,92.9,13,35,48,24,12,4,9,20,9
CLE,CLE @ CHA,11/01/2021,W,240,113,39,90,43.3,9,28,32.1,26,38,68.4,17,32,49,21,12,7,16,14,3
CHA,CHA vs. CLE,11/01/2021,L,240,110,42,101,41.6,15,39,38.5,11,15,73.3,20,26,46,27,12,12,17,23,-3
OKC,OKC @ LAC,11/01/2021,L,240,94,35,90,38.9,11,37,29.7,13,16,81.3,10,41,51,17,8,6,16,18,-5
LAC,LAC vs. OKC,11/01/2021,W,240,99,35,92,38,15,42,35.7,14,19,73.7,13,38,51,18,8,5,14,14,5
SAS,SAS @ IND,11/01/2021,L,240,118,47,89,52.8,14,28,50,10,14,71.4,8,28,36,34,6,4,17,9,-13
IND,IND vs. SAS,11/01/2021,W,240,131,52,91,57.1,18,38,47.4,9,12,75,10,29,39,37,11,4,16,19,13
MEM,MEM vs. DEN,11/01/2021,W,240,106,44,97,45.4,13,34,38.2,5,7,71.4,11,44,55,20,8,4,13,18,9
BOS,BOS vs. CHI,11/01/2021,L,240,114,42,96,43.8,15,33,45.5,15,20,75,13,25,38,20,10,1,9,15,-14
DEN,DEN @ MEM,11/01/2021,L,240,97,39,88,44.3,9,38,23.7,10,15,66.7,6,34,40,27,8,8,12,10,-9
CHI,CHI @ BOS,11/01/2021,W,240,128,49,86,57,13,31,41.9,17,18,94.4,10,40,50,30,7,8,18,19,14
CHA,CHA vs. POR,10/31/2021,W,240,125,46,89,51.7,20,42,47.6,13,21,61.9,10,34,44,36,4,6,9,18,12
MIL,MIL vs. UTA,10/31/2021,L,240,95,39,96,40.6,12,41,29.3,5,6,83.3,13,31,44,16,7,3,11,22,-12
UTA,UTA @ MIL,10/31/2021,W,240,107,35,75,46.7,12,37,32.4,25,27,92.6,7,37,44,13,6,10,13,10,12
POR,POR @ CHA,10/31/2021,L,240,113,43,97,44.3,17,54,31.5,10,11,90.9,15,32,47,30,4,5,12,18,-12
DAL,DAL vs. SAC,10/31/2021,W,240,105,40,90,44.4,12,37,32.4,13,20,65,10,35,45,24,8,4,10,20,6
SAC,SAC @ DAL,10/31/2021,L,240,99,38,96,39.6,7,36,19.4,16,20,80,17,39,56,20,6,3,13,19,-6
HOU,HOU @ LAL,10/31/2021,L,240,85,32,76,42.1,6,28,21.4,15,29,51.7,10,45,55,18,8,3,27,18,-10
LAL,LAL vs. HOU,10/31/2021,W,240,95,39,96,40.6,9,31,29,8,13,61.5,10,33,43,22,15,9,14,20,10
DET,DET @ BKN,10/31/2021,L,240,91,32,79,40.5,12,33,36.4,15,22,68.2,7,22,29,21,12,3,15,18,-26
BKN,BKN vs. DET,10/31/2021,W,240,117,47,72,65.3,13,25,52,10,16,62.5,2,39,41,30,7,2,20,19,26
SAS,SAS @ MIL,10/30/2021,W,240,102,39,95,41.1,7,31,22.6,17,24,70.8,8,41,49,28,12,3,10,13,9
NOP,NOP vs. NYK,10/30/2021,L,240,117,42,92,45.7,11,33,33.3,22,24,91.7,12,31,43,30,7,3,12,24,-6
NYK,NYK @ NOP,10/30/2021,W,240,123,42,81,51.9,19,33,57.6,20,25,80,5,32,37,22,7,4,12,21,6
GSW,GSW vs. OKC,10/30/2021,W,240,103,39,92,42.4,21,54,38.9,4,8,50,10,46,56,30,9,8,16,21,21
OKC,OKC @ GSW,10/30/2021,L,240,82,29,83,34.9,8,39,20.5,16,21,76.2,3,42,45,14,8,6,16,8,-21
BOS,BOS @ WAS,10/30/2021,L,290,112,44,107,41.1,2,26,7.7,22,25,88,8,46,54,23,8,10,12,32,-3
WAS,WAS vs. BOS,10/30/2021,W,290,115,38,104,36.5,10,36,27.8,29,36,80.6,12,50,62,19,6,7,13,22,3
UTA,UTA @ CHI,10/30/2021,L,240,99,35,92,38,11,38,28.9,18,19,94.7,14,40,54,15,5,7,20,21,-8
CHI,CHI vs. UTA,10/30/2021,W,240,107,39,91,42.9,5,21,23.8,24,30,80,9,36,45,16,8,5,9,19,8
MIA,MIA @ MEM,10/30/2021,W,240,129,46,88,52.3,21,37,56.8,16,19,84.2,11,39,50,31,12,2,18,17,26
MEM,MEM vs. MIA,10/30/2021,L,240,103,34,88,38.6,16,50,32,19,21,90.5,8,24,32,26,14,7,14,17,-26
ORL,ORL @ DET,10/30/2021,L,240,103,38,87,43.7,16,32,50,11,15,73.3,12,34,46,21,5,6,18,21,-7
DET,DET vs. ORL,10/30/2021,W,240,110,36,89,40.4,14,43,32.6,24,30,80,17,31,48,26,12,6,16,18,7
MIN,MIN vs. DEN,10/30/2021,L,240,91,35,89,39.3,13,41,31.7,8,9,88.9,15,31,46,21,8,6,20,23,-2
DEN,DEN @ MIN,10/30/2021,W,240,93,36,88,40.9,9,37,24.3,12,16,75,14,34,48,24,11,10,18,15,2
MIL,MIL vs. SAS,10/30/2021,L,240,93,36,89,40.4,10,39,25.6,11,16,68.8,9,43,52,20,6,2,21,18,-9
ATL,ATL @ PHI,10/30/2021,L,240,94,36,95,37.9,8,22,36.4,14,19,73.7,20,29,49,24,6,1,19,17,-28
TOR,TOR @ IND,10/30/2021,W,240,97,39,92,42.4,11,32,34.4,8,12,66.7,12,36,48,18,8,4,18,17,3
PHI,PHI vs. ATL,10/30/2021,W,240,122,46,86,53.5,12,38,31.6,18,19,94.7,5,32,37,24,11,6,12,24,28
PHX,PHX vs. CLE,10/30/2021,W,240,101,39,84,46.4,6,26,23.1,17,27,63,8,44,52,27,12,3,15,14,9
CLE,CLE @ PHX,10/30/2021,L,240,92,36,91,39.6,14,44,31.8,6,7,85.7,10,37,47,21,8,3,19,21,-9
IND,IND vs. TOR,10/30/2021,L,240,94,35,81,43.2,13,43,30.2,11,16,68.8,8,32,40,25,8,10,20,17,-3
NOP,NOP vs. SAC,10/29/2021,L,240,109,42,98,42.9,9,34,26.5,16,25,64,13,36,49,18,9,6,10,22,-4
LAL,LAL vs. CLE,10/29/2021,W,240,113,46,84,54.8,12,27,44.4,9,10,90,11,31,42,24,9,6,22,20,12
BKN,BKN vs. IND,10/29/2021,W,240,105,34,76,44.7,6,26,23.1,31,41,75.6,10,40,50,20,9,6,18,21,7
CLE,CLE @ LAL,10/29/2021,L,240,101,37,87,42.5,12,34,35.3,15,22,68.2,16,20,36,28,10,1,15,13,-12
CHA,CHA @ MIA,10/29/2021,L,240,99,35,90,38.9,13,37,35.1,16,22,72.7,11,26,37,21,8,6,11,17,-15
IND,IND @ BKN,10/29/2021,L,240,98,37,93,39.8,8,29,27.6,16,23,69.6,11,35,46,20,9,7,14,27,-7
SAC,SAC @ NOP,10/29/2021,W,240,113,40,80,50,9,27,33.3,24,25,96,3,42,45,19,4,5,14,20,4
DEN,DEN vs. DAL,10/29/2021,W,240,106,43,83,51.8,11,36,30.6,9,13,69.2,5,46,51,28,8,3,20,24,31
MIA,MIA vs. CHA,10/29/2021,W,240,114,43,91,47.3,9,35,25.7,19,19,100,16,44,60,23,6,3,18,20,15
DAL,DAL @ DEN,10/29/2021,L,240,75,23,78,29.5,8,37,21.6,21,27,77.8,6,30,36,14,8,3,15,17,-31
ORL,ORL @ TOR,10/29/2021,L,240,109,41,87,47.1,16,34,47.1,11,16,68.8,12,34,46,24,1,5,17,24,-1
TOR,TOR vs. ORL,10/29/2021,W,240,110,43,86,50,9,30,30,15,22,68.2,9,31,40,18,11,2,8,18,1
LAC,LAC @ POR,10/29/2021,L,240,92,34,87,39.1,15,42,35.7,9,16,56.3,6,37,43,17,7,5,13,14,-19
POR,POR vs. LAC,10/29/2021,W,240,111,41,98,41.8,19,41,46.3,10,16,62.5,16,47,63,21,8,6,14,19,19
WAS,WAS vs. ATL,10/28/2021,W,240,122,46,99,46.5,13,34,38.2,17,21,81,14,37,51,26,6,4,9,16,11
PHI,PHI vs. DET,10/28/2021,W,240,110,38,76,50,12,27,44.4,22,24,91.7,6,40,46,22,7,9,21,23,8
DET,DET @ PHI,10/28/2021,L,240,102,35,86,40.7,13,39,33.3,19,27,70.4,10,27,37,22,11,4,14,22,-8
NYK,NYK @ CHI,10/28/2021,W,240,104,39,85,45.9,11,29,37.9,15,20,75,11,38,49,16,5,7,13,21,1
GSW,GSW vs. MEM,10/28/2021,L,265,101,39,90,43.3,14,40,35,9,12,75,7,41,48,29,8,7,23,17,-3
MEM,MEM @ GSW,10/28/2021,W,265,104,39,97,40.2,12,48,25,14,14,100,10,41,51,25,17,9,18,14,3
CHI,CHI vs. NYK,10/28/2021,L,240,103,36,84,42.9,11,32,34.4,20,22,90.9,5,32,37,25,6,5,7,18,-1
DAL,DAL vs. SAS,10/28/2021,W,240,104,41,89,46.1,18,45,40,4,13,30.8,9,36,45,18,4,7,13,19,5
SAS,SAS @ DAL,10/28/2021,L,240,99,39,88,44.3,12,30,40,9,15,60,11,37,48,21,6,11,15,16,-5
UTA,UTA @ HOU,10/28/2021,W,240,122,41,85,48.2,16,46,34.8,24,30,80,10,48,58,24,8,4,20,23,31
HOU,HOU vs. UTA,10/28/2021,L,240,91,31,95,32.6,9,44,20.5,20,23,87,13,28,41,15,8,3,11,24,-31
ATL,ATL @ WAS,10/28/2021,L,240,111,48,88,54.5,6,21,28.6,9,14,64.3,6,37,43,26,4,3,13,16,-11
CLE,CLE @ LAC,10/27/2021,W,240,92,33,81,40.7,3,20,15,23,27,85.2,14,43,57,12,9,3,21,14,13
LAC,LAC vs. CLE,10/27/2021,L,240,79,31,87,35.6,9,41,22,8,13,61.5,9,27,36,19,13,2,14,24,-13
MIA,MIA @ BKN,10/27/2021,W,240,106,38,96,39.6,8,29,27.6,22,26,84.6,17,45,62,21,6,2,15,19,13
OKC,OKC vs. LAL,10/27/2021,W,240,123,43,86,50,15,37,40.5,22,29,75.9,10,32,42,21,8,3,16,16,8
LAL,LAL @ OKC,10/27/2021,L,240,115,46,92,50,11,35,31.4,12,14,85.7,10,30,40,29,8,2,17,22,-8
ATL,ATL @ NOP,10/27/2021,W,240,102,40,96,41.7,8,30,26.7,14,17,82.4,21,34,55,21,4,4,11,14,3
WAS,WAS @ BOS,10/27/2021,W,240,116,43,84,51.2,9,25,36,21,29,72.4,11,36,47,18,8,7,16,20,9
